jobID,OBOR_nazev,addr,MIN_VZDELANI_nazev
3832700764,Výroba a provoz,"Družstevní 1243, Rokycany",ÚSO (vyučení s maturitou)
3832710755,Výroba a provoz,"Družstevní 1243, Rokycany",Střední odborné (vyučen)
3833580748,Stavebnictví,"24, Dolní Olešnice",Střední odborné (vyučen)
3833880769,Výroba a provoz,"Ždánská 477, Bučovice",Střední odborné (vyučen)
3837560755,Zdravotnictví,"Hornoměstská 549, Rýmařov",Vysokoškolské
3837580737,Zdravotnictví,"Hornoměstská 549, Rýmařov",Vysokoškolské
3842180768,Zdravotnictví,"Hornoměstská 549, Rýmařov",Vysokoškolské
3849790709,Obrana a ochrana,"Brněnská 1587, Moravská Třebová",Základní + praktická škola
3861420718,Výroba a provoz,"Mlékařská 846, Rousínov",Střední odborné (vyučen)
3870560737,Zdravotnictví,"I. P. Pavlova 552, Krnov",Vysokoškolské
38790786,Doprava,"Domažlická 23, Staňkov",Střední odborné (vyučen)
3882630738,Finance,"K Podlesí 649, Příbram",ÚSO s maturitou (bez vyučení)
3886090728,Administrativa,"Kamenná 219, Cheb",Střední odborné (vyučen)
3894500725,Obchod a cestovní ruch,"134, Chválenice",Střední odborné (vyučen)
3896630748,Doprava,"Masarykova 1503, Hořovice",Základní + praktická škola
3898780753,Stavebnictví,"Obřanská 313, Brno",Střední odborné (vyučen)
3904180743,Služby,"Nádražní 251, Kdyně",Střední odborné (vyučen)
3921920782,Zdravotnictví,"Nemocniční 287, Tanvald",ÚSO s maturitou (bez vyučení)
3925610759,Obchod a cestovní ruch,"316, Horní Bečva",Střední odborné (vyučen)
3929430716,Výroba a provoz,"337, Horní Štěpánov",Střední odborné (vyučen)
3943230712,Doprava,"Školní 2639, Rožnov pod Radhoštěm",Základní + praktická škola
3952540772,Doprava,"11, Kladruby",Základní + praktická škola
3959250747,Služby,"Selská 1015, Brno",Střední odborné (vyučen)
3962920742,Stavebnictví,"Plzeňská 369, Štěnovice",Střední odborné (vyučen)
3967790724,Zdravotnictví,"Jihlavská 340, Brno",Vysokoškolské
3975090750,Výroba a provoz,"Sportovní 863, Kostelec na Hané",Střední odborné (vyučen)
3995200790,Obchod a cestovní ruch,"Luční 29, Smržovka",Střední odborné (vyučen)
3995440768,Finance,"Pivovarská 2182, Frýdek-Místek",ÚSO s maturitou (bez vyučení)
39980782,Výroba a provoz,"Kadaňská 3545, Chomutov",Střední odborné (vyučen)
399970771,Služby,"21, Rozvadov",Základní + praktická škola
4000600780,Výroba a provoz,"4, Rudník",Střední odborné (vyučen)
4003450737,Výroba a provoz,"57, Myslinka",Střední odborné (vyučen)
4005170741,Informační technologie,"Kouty 1419, Valašské Meziříčí",ÚSO s maturitou (bez vyučení)
4011200746,Obchod a cestovní ruch,"nan, Kladno",ÚSO (vyučení s maturitou)
4026990794,Služby,"Tyršova 27, Spálené Poříčí",Střední odborné (vyučen)
4028630773,Finance,"Prokopova 148, Praha",ÚSO (vyučení s maturitou)
4037090725,Zdravotnictví,"Jírovcova 1623, České Budějovice",Vysokoškolské
4041320798,Výroba a provoz,"45, Záchlumí",Střední odborné (vyučen)
404520750,Zemědělství a lesnictví,"Starý dvůr 302, Mochov",Základní + praktická škola
4056350754,Obchod a cestovní ruch,"J. Š. Baara 1746, České Budějovice",Základní + praktická škola
4069950736,Doprava,"č.e. 525, Dyje",Základní + praktická škola
4073480760,Výroba a provoz,"333, Libštát",Základní + praktická škola
4073610740,Zdravotnictví,"Nežárecká 85, Jindřichův Hradec",Vysokoškolské
4081780759,Výroba a provoz,"55, Klenčí pod Čerchovem",Střední odborné (vyučen)
4083250794,Obchod a cestovní ruch,"Řevnická 121, Praha",ÚSO s maturitou (bez vyučení)
4098380757,Služby,"U Jeslí 494, České Budějovice",Střední odborné (vyučen)
4105370771,Stavebnictví,"Luční 29, Smržovka",Střední odborné (vyučen)
4107770745,Služby,"Podbrdská 529, Příbram",Střední odborné (vyučen)
4109470767,Výroba a provoz,"Antonínská 1539, Hluk",Střední odborné (vyučen)
41730759,Obchod a cestovní ruch,"J. Š. Baara 1746, České Budějovice",Základní + praktická škola
417560751,Služby,"Nerudova 2167, České Budějovice",Střední odborné (vyučen)
440460705,Obchod a cestovní ruch,"Domažlická 767, Klatovy",Střední odborné (vyučen)
45340711,Stavebnictví,"Maxima Gorkého 40, Klatovy",Střední odborné (vyučen)
5019110771,Obchod a cestovní ruch,"Orlí 469, Brno",Střední odborné (vyučen)
5021020798,Výroba a provoz,"12, Jesenný",Střední odborné (vyučen)
5025360772,Výchova a vzdělávání,"náměstí Republiky 1064, Mladá Boleslav",ÚSO s maturitou (bez vyučení)
5026670757,Obchod a cestovní ruch,"Pražská tř. 1813, České Budějovice",ÚSO s maturitou (bez vyučení)
5026720712,Finance,"Pražská tř. 1813, České Budějovice",ÚSO s maturitou (bez vyučení)
5029000794,Výroba a provoz,"Cejl 58, Brno",Střední odborné (vyučen)
5034180788,Výroba a provoz,"Slunečná 970, Odry",Vysokoškolské
5036920747,Stavebnictví,"Bezručova 165, Stod",Střední odborné (vyučen)
5040010779,Informační technologie,"4, Rudník",Střední odborné (vyučen)
5051580745,Obchod a cestovní ruch,"73, Pulečný",Střední odborné (vyučen)
5057230704,Zdravotnictví,"Kozinova 292, Domažlice",ÚSO s maturitou (bez vyučení)
5057740730,Výroba a provoz,"Průmyslová 1141, Uherské Hradiště",Střední odborné (vyučen)
5057880798,Doprava,"Průmyslová 1141, Uherské Hradiště",Střední odborné (vyučen)
5060350709,Služby,"11, Neveklov",Základní + praktická škola
5067280777,Stavebnictví,"Krčínova 1096, České Budějovice",Střední odborné (vyučen)
5075240791,Doprava,"Biskupická 776, Jevíčko",Střední odborné (vyučen)
5077580722,Výchova a vzdělávání,"Ondříčkova 562, Karlovy Vary",Střední odborné (vyučen)
5078120721,Zdravotnictví,"Československé armády 1566, Česká Lípa",ÚSO s maturitou (bez vyučení)
5078520749,Výroba a provoz,"44, Čtveřín",Střední odborné (vyučen)
5082860723,Výroba a provoz,"201, Roztoky u Jilemnice",Střední odborné (vyučen)
5084010755,Výroba a provoz,"201, Roztoky u Jilemnice",Střední odborné (vyučen)
5084210769,Výroba a provoz,"201, Roztoky u Jilemnice",Střední odborné (vyučen)
5112260744,Finance,"nám. Přemysla Otakara II. 210, Vysoké Mýto",ÚSO (vyučení s maturitou)
5112550774,Finance,"Na Splavě 55, Česká Třebová",ÚSO (vyučení s maturitou)
5112710727,Finance,"B. Němcové 127, Lanškroun",ÚSO (vyučení s maturitou)
5112780761,Finance,"Mistra Jaroslava Kociana 84, Ústí nad Orlicí",ÚSO (vyučení s maturitou)
5118610752,Služby,"15, Soběkury",Základní + praktická škola
5120360729,Kultura a sport,"Vídeňská 288, Brno",Vysokoškolské
5123550768,Doprava,"143, Dvůr Králové nad Labem",Základní + praktická škola
5129170754,,"Opletalova 1013, Praha",Střední odborné (vyučen)
5137170732,Výroba a provoz,"Vrbenská 197, České Budějovice",Střední odborné (vyučen)
5139430735,Výroba a provoz,"53, Kout na Šumavě",Střední odborné (vyučen)
5147000712,Zdravotnictví,"Pražská 206, Bílina",Vysokoškolské
5150290758,Zdravotnictví,"Fügnerova 50, Vrchlabí",ÚSO s maturitou (bez vyučení)
5166100788,Služby,"Nádražní 1759, České Budějovice",Střední odborné (vyučen)
5167960763,Finance,"náměstí Míru 7, Svitavy",ÚSO s maturitou (bez vyučení)
5172500751,Obchod a cestovní ruch,"Jana Šoupala 491, Vyškov",ÚSO s maturitou (bez vyučení)
5172630731,Obchod a cestovní ruch,"Strakonická 171, Horažďovice",Základní + praktická škola
5185540752,Služby,"Hřímalého 805, Plzeň",Střední odborné (vyučen)
5190060758,Zemědělství a lesnictví,"73, Sedliště",Základní + praktická škola
5193270779,Obchod a cestovní ruch,"Kotojedská 543, Kroměříž",ÚSO s maturitou (bez vyučení)
5195010765,Výroba a provoz,"Pod Stromovkou 205, Litvínovice",ÚSO s maturitou (bez vyučení)
5196030720,Výroba a provoz,"Americká 54, Blovice",Střední odborné (vyučen)
5197470782,Výroba a provoz,"20, Trhanov",Střední odborné (vyučen)
5197500755,Stavebnictví,"20, Trhanov",Střední odborné (vyučen)
5197680787,Obchod a cestovní ruch,"31, Babylon",Střední odborné (vyučen)
5197820758,Výroba a provoz,"31, Babylon",ÚSO (vyučení s maturitou)
5198250759,Obchod a cestovní ruch,"31, Babylon",Střední odborné (vyučen)
5205450778,Obchod a cestovní ruch,"České Vrbné 2360, České Budějovice",ÚSO (vyučení s maturitou)
5215550709,,"Nemanická 440, České Budějovice",ÚSO (vyučení s maturitou)
5216230776,Obchod a cestovní ruch,"124, Bedřichov",ÚSO s maturitou (bez vyučení)
5221880735,Doprava,"Rudolfovská tř. 543, České Budějovice",Střední odborné (vyučen)
5225460714,Obchod a cestovní ruch,"319, Pec pod Sněžkou",Střední odborné (vyučen)
5232220741,Obchod a cestovní ruch,"Údolní 326, Brno",Střední odborné (vyučen)
5233170759,Doprava,"Požárníků 2289, Dobrá Voda u Českých Budějovic",Střední odborné (vyučen)
5234880772,Výroba a provoz,"114, Žabovřesky",Střední odborné (vyučen)
5240800779,Obchod a cestovní ruch,"Pražská tř. 563, České Budějovice",ÚSO s maturitou (bez vyučení)
5242850777,Zdravotnictví,"nám. Míru 19, Frenštát pod Radhoštěm",ÚSO s maturitou (bez vyučení)
5242870759,Zdravotnictví,"nám. Míru 19, Frenštát pod Radhoštěm",Vysokoškolské
5246140726,Informační technologie,"K Podlesí 540, Příbram",ÚSO s maturitou (bez vyučení)
5248670777,Zdravotnictví,"Plzeňská 501, Zbůch",ÚSO s maturitou (bez vyučení)
5249840791,Finance,"Sevastopolské náměstí 334, Příbram",ÚSV
5253520777,Obrana a ochrana,"Kubánské náměstí 1391, Praha",Střední odborné (vyučen)
5262820749,Výroba a provoz,"170, Černožice",Střední odborné (vyučen)
5265330721,Obchod a cestovní ruch,"II. pětiletky 123, Horšovský Týn",Střední odborné (vyučen)
5266650794,Obrana a ochrana,"Na Moráni 5357, Chomutov",Střední nebo střední odborné bez maturity a bez vyučení
5271270710,Výroba a provoz,"Křižíkova 2984, Brno",Střední odborné (vyučen)
5271280798,Výroba a provoz,"Mezníkova 262, Brno",Střední odborné (vyučen)
5273910759,Výroba a provoz,"150, Bezvěrov",Střední odborné (vyučen)
5280680777,Zdravotnictví,"Roentgenova 37, Praha",ÚSO s maturitou (bez vyučení)
5282180785,Doprava,"385, Jablonec nad Jizerou",Základní + praktická škola
5282510779,Finance,"43, Chudenín",ÚSO s maturitou (bez vyučení)
5284170740,Výroba a provoz,"Heyrovského 476, Liberec",Bakalářské
5285310781,Zdravotnictví,"nan, Praha",ÚSV
528980771,Výroba a provoz,"Pod Stromovkou 205, Litvínovice",ÚSO s maturitou (bez vyučení)
5290690789,Obchod a cestovní ruch,"52, Horní Planá",Střední odborné (vyučen)
5293940774,Výroba a provoz,"U Dvořiska 1721, Choceň",Střední odborné (vyučen)
5295940720,Obchod a cestovní ruch,"Mírová 87, Adamov",ÚSO s maturitou (bez vyučení)
5296490710,Výroba a provoz,"Heyrovského 476, Liberec",ÚSO s maturitou (bez vyučení)
5303660756,Obchod a cestovní ruch,"Chodská 1383, Praha",ÚSV
5304320744,Služby,"Štúrova 726, Teplice",Základní + praktická škola
5312110717,Výroba a provoz,"63, Batňovice",Střední odborné (vyučen)
5314420772,Doprava,"Krkonošská 202, Jablonec nad Nisou",Základní + praktická škola
5314750766,Doprava,"Brněnská 339, Dobšice",Střední odborné (vyučen)
5318690712,Výroba a provoz,"Vlčnovská 2477, Uherský Brod",Vyšší odborné
5320990776,Obchod a cestovní ruch,"140, Frymburk",ÚSO (vyučení s maturitou)
5323130790,Obchod a cestovní ruch,"Náměstí 86, Žebrák",Základní + praktická škola
5346790739,Služby,"447, Jablonec nad Jizerou",Základní + praktická škola
5347420754,Výroba a provoz,"Rokycanova 1591, Brno",Střední odborné (vyučen)
5359410730,Služby,"Dukelská 2034, Český Těšín",Střední odborné (vyučen)
5362870720,Služby,"Husova tř. 523, České Budějovice",Střední odborné (vyučen)
5368400787,Obchod a cestovní ruch,"Řevnická 121, Praha",ÚSO s maturitou (bez vyučení)
5369980723,Obchod a cestovní ruch,"Sokolovská 573, Uherské Hradiště",Vysokoškolské
5376070771,Obchod a cestovní ruch,"náměstí T. G. Masaryka 99, Příbram",ÚSO s maturitou (bez vyučení)
5378560761,Výroba a provoz,"Železniční 339, Nepomuk",ÚSO s maturitou (bez vyučení)
5378580743,Výroba a provoz,"Železniční 339, Nepomuk",Střední odborné (vyučen)
5378610716,Výroba a provoz,"Železniční 339, Nepomuk",ÚSO s maturitou (bez vyučení)
5378670759,Výroba a provoz,"Železniční 339, Nepomuk",ÚSO s maturitou (bez vyučení)
5381340781,Výroba a provoz,"Koňský trh 615, Turnov",Střední odborné (vyučen)
5384110713,Výroba a provoz,"Na Benátkách 3, Všenory",Základní + praktická škola
5386100765,Zdravotnictví,"Olomoucká 305, Opava",Vysokoškolské
5397110750,Výroba a provoz,"52, Holubov",ÚSO s maturitou (bez vyučení)
5398230712,Zdravotnictví,"Nádražní 991, Bruntál",Vysokoškolské
5398380771,Zdravotnictví,"Hornoměstská 549, Rýmařov",Vysokoškolské
5399430796,Výroba a provoz,"U Stadionu 1190, Most",Střední odborné (vyučen)
5400160721,Výroba a provoz,"Zahradní 282, Horšovský Týn",Střední odborné (vyučen)
5400180703,Výroba a provoz,"Zahradní 282, Horšovský Týn",Střední odborné (vyučen)
5402210719,Zdravotnictví,"Husova 976, Liberec",Vysokoškolské
5405960739,Zdravotnictví,"Roentgenova 37, Praha",ÚSO s maturitou (bez vyučení)
5408050798,Výroba a provoz,"Toužimská 943, Praha",Střední odborné (vyučen)
5412190758,Obchod a cestovní ruch,"Mrštíkova 2003, Teplice",ÚSO s maturitou (bez vyučení)
5412540734,Zdravotnictví,"Máchova 400, Benešov",Vysokoškolské
5413570777,Služby,"Novohradská 394, České Budějovice",Základní + praktická škola
5417130774,Výroba a provoz,"6, Chlístov",Střední odborné (vyučen)
5419130720,Stavebnictví,"156, Dvůr Králové nad Labem",Střední odborné (vyučen)
5420400741,Obchod a cestovní ruch,"Sokolská 518, Liberec",Střední odborné (vyučen)
5421360750,Stavebnictví,"180, Kocbeře",Základní + praktická škola
5425330766,Výroba a provoz,"Volanovská 518, Trutnov",ÚSO s maturitou (bez vyučení)
5426330739,Výroba a provoz,"Slunečná 970, Odry",Střední odborné (vyučen)
5428650785,Obchod a cestovní ruch,"nan, Hluboká nad Vltavou",Střední odborné (vyučen)
5429970761,Obchod a cestovní ruch,"tř. Václava Klementa 1459, Mladá Boleslav",Střední odborné (vyučen)
5435520713,Informační technologie,"Anglická 82, Praha",Bakalářské
5435530704,Informační technologie,"Anglická 82, Praha",Bakalářské
5435670772,Výroba a provoz,"Zahradní 282, Horšovský Týn",ÚSO s maturitou (bez vyučení)
5436740779,Výchova a vzdělávání,"Hraniční 268, Břeclav",ÚSO s maturitou (bez vyučení)
5437690797,Služby,"206, Malenovice",Základní + praktická škola
5438830741,Výroba a provoz,"U Nádraží 120, Kněževes",Střední odborné (vyučen)
5440110753,Výroba a provoz,"Budovatelů 323, Třemošnice",Střední odborné (vyučen)
5440120744,Výroba a provoz,"Budovatelů 323, Třemošnice",Střední odborné (vyučen)
5445100724,Výroba a provoz,"142, Horní Libchava",Základní + praktická škola
5451850760,Výroba a provoz,"84, Plavy",Střední odborné (vyučen)
5458110752,Obchod a cestovní ruch,"Luční 29, Smržovka",ÚSO s maturitou (bez vyučení)
5459610760,Výroba a provoz,"Areál Tatry 1450, Kopřivnice",Vyšší odborné
5464360753,Informační technologie,"Mezi vodami 1955, Praha",ÚSO (vyučení s maturitou)
5465700711,Výroba a provoz,"Starohradská 569, Polička",Střední odborné (vyučen)
5466240710,Výroba a provoz,"Přerovská 95, Bystřice pod Hostýnem",Střední odborné (vyučen)
5467830734,Doprava,"Zahradní 173, Plzeň",Střední odborné (vyučen)
5469520765,Obchod a cestovní ruch,"Budovatelů 3394, Jablonec nad Nisou",Střední odborné (vyučen)
5475050735,Výroba a provoz,"Pražská 343, Třebíč",Střední odborné (vyučen)
5478970796,Výroba a provoz,"Jablonské nábřeží 305, Jablonné nad Orlicí",Střední odborné (vyučen)
5479990751,Služby,"Hradecká 755, Dvůr Králové nad Labem",Střední odborné (vyučen)
5484500766,Služby,"Plumlovská 830, Prostějov",Střední odborné (vyučen)
5490470728,Obchod a cestovní ruch,"Žižkova tř. 1321, České Budějovice",ÚSO s maturitou (bez vyučení)
5491050788,Výroba a provoz,"Kojetínská 3700, Prostějov",Střední odborné (vyučen)
5492670785,Stavebnictví,"Nádražní 148, Příbram",Střední odborné (vyučen)
5492800765,Obrana a ochrana,"České Vrbné 1947, České Budějovice",Střední odborné (vyučen)
5492950727,Obchod a cestovní ruch,"Nová 2032, České Budějovice",Základní + praktická škola
5502390767,Stavebnictví,"nan, Brno",Základní + praktická škola
5509410754,Informační technologie,"V Nivách 3992, Jablonec nad Nisou",Vysokoškolské
5509620759,Výroba a provoz,"Do údolí 824, Praha",ÚSO s maturitou (bez vyučení)
5511120767,Zdravotnictví,"Hradecká 600, Stod",Vysokoškolské
5511190704,Zdravotnictví,"Hradecká 600, Stod",Vysokoškolské
5512210756,Výroba a provoz,"Na Moráni 562, Chomutov",Střední odborné (vyučen)
5514170738,Zdravotnictví,"Okružní 1779, Bruntál",Vyšší odborné
